DIN.PIN,Brand.Name,Manufacturer.Code,Dosage.Form,Strength,Effective.Date,End.Date,Active.Ingredients,Active.Ingredient.Class.and.Use,Active.Ingredient.Dose,Other.Notes,conversion_factor,
2502348,Suboxone,IND,soluble film,8mg & 2mg,2021-07-16,,buprenorphine + naloxone,opioid- mainly used for opioid use disorder,8mg,,38.8,
2502356,Suboxone,IND,soluble film,12mg & 3mg,2021-05-31,,buprenorphine + naloxone,opioid- mainly used for opioid use disorder,12mg,,38.8,
2507005,Jamp Tramadol,JPC,tab,50mg,2021-05-31,,tramadol hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.1,
2518759,Jamp Tramadol HCl,JPC,tab,50mg,2023-03-31,,tramadol hydrochloride,opioid- long term pain relief for moderate to severe pain,,,0.1,
2519070,Diastat,BHC,rect gel,10mg/2mL,2024-06-07,,diazepam,"bzd- management of selected, refractory, patients with epilepsy, stable regimens of aed",,To be administered by caregivers,NA,
2533340,Taro-Lisdexamfetamine Chewable Tablets,TAR,chew tab,10mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2533359,Taro-Lisdexamfetamine Chewable Tablets,TAR,chew tab,20mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2533367,Taro-Lisdexamfetamine Chewable Tablets,TAR,chew tab,30mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2533375,Taro-Lisdexamfetamine Chewable Tablets,TAR,chew tab,40mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2533383,Taro-Lisdexamfetamine Chewable Tablets,TAR,chew tab,50mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2533391,Taro-Lisdexamfetamine Chewable Tablets,TAR,chew tab,60mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2533642,Apo-Methadone,APX,tab,1mg,2024-04-30,,methadone hydrochloride,opioid-  opioid use disorder,,,4.7,
2533650,Apo-Methadone,APX,tab,5mg,2024-04-30,,methadone hydrochloride,opioid-  opioid use disorder,,,4.7,
2533669,Apo-Methadone,APX,tab,10mg,2024-04-30,,methadone hydrochloride,opioid-  opioid use disorder,,,4.7,
2533677,Apo-Methadone,APX,tab,25mg,2024-04-30,,methadone hydrochloride,opioid-  opioid use disorder,,,4.7,
2536943,PMS-Methylphenidate CR,PMS,er cap,10mg,2023-12-29,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2536951,PMS-Methylphenidate CR,PMS,er cap,15mg,2023-12-29,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2536978,PMS-Methylphenidate CR,PMS,er cap,20mg,2023-12-29,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2536986,PMS-Methylphenidate CR,PMS,er cap,30mg,2023-12-29,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2536994,PMS-Methylphenidate CR,PMS,er cap,40mg,2023-12-29,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2537001,PMS-Methylphenidate CR,PMS,er cap,50mg,2023-12-29,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2537028,PMS-Methylphenidate CR,PMS,er cap,60mg,2023-12-29,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2537036,PMS-Methylphenidate CR,PMS,er cap,80mg,2023-12-29,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2541602,Quillivant ER Chewable Tablets,KYE,er tab chewable,20mg,2024-08-30,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2541610,Quillivant ER Chewable Tablets,KYE,er tab chewable,30mg,2024-08-30,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2541629,Quillivant ER Chewable Tablets,KYE,er tab chewable,40mg,2024-08-30,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2541637,Quillivant ER Oral Suspension,KYE,er pd for sol,5mg/mL,2024-08-30,,methylphenidate hydrochloride,stimulant- adhd medication and sometimes used for narcolepsy,,,1,
2545861,Teva-Lisdexamfetamine,TEV,cap,10mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2545888,Teva-Lisdexamfetamine,TEV,cap,20mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2545896,Teva-Lisdexamfetamine,TEV,cap,30mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2545918,Teva-Lisdexamfetamine,TEV,cap,40mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2545926,Teva-Lisdexamfetamine,TEV,cap,50mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2545934,Teva-Lisdexamfetamine,TEV,cap,60mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2545942,Teva-Lisdexamfetamine,TEV,cap,70mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2546248,Sandoz Lisdexamfetamine Capsules,SDZ,cap,10mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2546256,Sandoz Lisdexamfetamine Capsules,SDZ,cap,20mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2546264,Sandoz Lisdexamfetamine Capsules,SDZ,cap,30mg,2024-10-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2546272,Sandoz Lisdexamfetamine Capsules,SDZ,cap,40mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2546280,Sandoz Lisdexamfetamine Capsules,SDZ,cap,50mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2546299,Sandoz Lisdexamfetamine Capsules,SDZ,cap,60mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2546302,Sandoz Lisdexamfetamine Capsules,SDZ,cap,70mg,2024-07-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2546647,Apo-Lisdexamfetamine Capsules,APX,cap,10mg,2025-03-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2546655,Apo-Lisdexamfetamine Capsules,APX,cap,20mg,2025-03-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2546663,Apo-Lisdexamfetamine Capsules,APX,cap,30mg,2025-03-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2546671,Apo-Lisdexamfetamine Capsules,APX,cap,40mg,2025-03-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2546698,Apo-Lisdexamfetamine Capsules,APX,cap,50mg,2025-03-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2546701,Apo-Lisdexamfetamine Capsules,APX,cap,60mg,2025-03-31,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2546728,Apo-Lisdexamfetamine Capsules,APX,cap,70mg,2024-08-30,,liisdexamfetamine dimesylate,stimulant- adhd medication and binge eating disorder,,,0.45,
2549794,PMS-Morphine Sulfate,PMS,tab,5mg,2024-09-27,,morphine sulfate,Opioid,,,1,
2549808,PMS-Morphine Sulfate,PMS,tab,10mg,2024-09-27,,morphine sulfate,Opioid,,,1,
2554615,Apo-Butalbital-Acetylsalicylic Acid-Caffeine-Codeine-C 1/4,APX,cap,50mg & 330mg & 40mg & 15mg,2025-03-31,,butalbital + asa+ caffeine+codeine,opioid- long term pain relief for moderate to severe pain,15mg,,0.15,
2554623,Apo-Butalbital-Acetylsalicylic Acid-Caffeine-Codeine-C 1/2,APX,cap,50mg & 330mg & 40mg & 30mg,2025-03-31,,butalbital + asa+ caffeine+codeine,opioid- long term pain relief for moderate to severe pain,30mg,,0.15,
9850619,Methadone,XXX,o/l,,2012-04-16,,methadone hydrochloride,opioid-  opioid use disorder,,,4.7,
9851348,Dilaudid in Normal Saline,ABB,o/l 500ml,50mg/mL,2012-04-16,,hydromorphone hydrochloride,opioid- long term pain relief for moderate to severe pain,,Not for perscriptions in opioid-naïve patients,5,
9853340,Diastat,VAL,rect gel-2x10mg pk,5mg/mL,2012-06-01,,diazepam,"bzd- management of selected, refractory, patients with epilepsy, stable regimens of aed",,To be administered by caregivers,NA,
9853430,Diastat,VAL,rect gel-2x15mg pk,5mg/mL,2012-06-01,,diazepam,"bzd- management of selected, refractory, patients with epilepsy, stable regimens of aed",,To be administered by caregivers,NA,
9857217,Metadol,PMS,tab,1mg,2012-04-16,,methadone hydrochloride,opioid- long term pain relief for moderate to severe pain,,,4.7,
9857218,Metadol,PMS,tab,5mg,2012-04-16,,methadone hydrochloride,opioid- long term pain relief for moderate to severe pain,,,4.7,
9857219,Metadol,PMS,tab,10mg,2012-04-16,,methadone hydrochloride,opioid- long term pain relief for moderate to severe pain,,,4.7,
9857220,Metadol,PMS,tab,25mg,2012-04-16,,methadone hydrochloride,opioid- long term pain relief for moderate to severe pain,,,4.7,
9857221,Metadol,PMS,o/l,1mg/mL,2012-04-16,,methadone hydrochloride,opioid- long term pain relief for moderate to severe pain,,,4.7,
9857223,Metadol,PMS,o/l,10mg/mL,2012-04-16,,methadone hydrochloride,opioid- long term pain relief for moderate to severe pain,,,4.7,
9857232,Supeudol,SDZ,tab,5mg,2012-04-16,,oxycodone hydrochloride,opioid- long term pain relief (high overodse risk),,,1.5,
9857233,Supeudol,SDZ,tab,10mg,2012-04-16,,oxycodone hydrochloride,opioid- long term pain relief (high overodse risk),,,1.5,
9857234,Supeudol,SDZ,tab,20mg,2012-04-16,,oxycodone hydrochloride,opioid- long term pain relief (high overodse risk),,,1.5,
9857241,Oxy.IR,PFP,tab,10mg,2012-04-16,,oxycodone hydrochloride,"opioid- mild to severe pain, fever, and inflammation",,,1.5,
9857242,Oxy.IR,PFP,tab,20mg,2012-04-16,,oxycodone hydrochloride,"opioid- mild to severe pain, fever, and inflammation",,,1.5,
9857243,Oxy.IR,PFP,tab,5mg,2012-04-16,,oxycodone hydrochloride,"opioid- mild to severe pain, fever, and inflammation",,,1.5,
9857318,PMS-Oxycodone,PMS,tab,5mg,2012-04-16,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
9857319,PMS-Oxycodone,PMS,tab,10mg,2012-04-16,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
9857321,PMS-Oxycodone,PMS,tab,20mg,2012-04-16,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
9857408,OxyNEO,PFP,cr tab,10mg,2012-04-16,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
9857409,OxyNEO,PFP,cr tab,15mg,2012-04-16,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
9857410,OxyNEO,PFP,cr tab,20mg,2012-04-16,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
9857411,OxyNEO,PFP,cr tab,30mg,2012-04-16,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
9857412,OxyNEO,PFP,cr tab,40mg,2012-04-16,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
9857413,OxyNEO,PFP,cr tab,80mg,2012-04-16,,oxycodone hydrochloride,opioid- chronic severe pain and sometimes cancer pain. also used for palliative reasons,,,1.5,
9857539,Subutex,IND,sl tab,2mg,2016-02-12,,buprenorphine,opioid- treatment of use disorder,,,38.8,
9857571,MS Contin,PFP,sr tab,200mg,2017-01-31,,morphine sulfate,opioid- long term pain relief for severe pain,,,1,
9857572,Novo-Morphine SR,NOP,sr tab,200mg,2017-01-31,,morphine sulfate,opioid- long term pain relief for severe pain,,,1,
9857573,M-Eslon,ETH,er cap,200mg,2017-01-31,,morphine sulfate,opioid- long term pain relief for severe pain,,,1,
9857574,Hydromorph Contin,PFP,cr cap,24mg,2017-01-31,,hydromorphone hydrochloride,opioid-long-term releif of severe/ cancer pain,,,5,
9857576,Hydromorph Contin,PFP,cr cap,30mg,2017-01-31,,hydromorphone hydrochloride,opioid-long-term releif of severe/ cancer pain,,,5,
9857577,Apo-Fentanyl Matrix,APX,trans patch,75mcg/hr,2017-01-31,,fentanyl citrate,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.893,
9857578,Co Fentanyl Matrix Patch,COB,trans patch,75mcg/hr,2017-01-31,,fentanyl citrate,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.893,
9857579,Mylan-Fentanyl Matrix Patch,MYL,trans patch,75mcg/hr,2017-01-31,,fentanyl citrate,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.893,
9857580,PMS-Fentanyl MTX,PMS,trans patch,75mcg/hr,2017-01-31,,fentanyl citrate,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.893,
9857581,Ran-Fentanyl Matrix Patch,RAN,trans patch,75mcg/hr,2017-01-31,,fentanyl citrate,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.893,
9857582,Sandoz Fentanyl Patch,SDZ,trans patch,75mcg/hr,2017-01-31,,fentanyl citrate,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.893,
9857584,Teva-Fentanyl,TEV,trans patch,75mcg/hr,2017-01-31,,fentanyl citrate,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.893,
9857585,Apo-Fentanyl Matrix,APX,trans patch,100mcg/hr,2017-01-31,,fentanyl citrate,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.82,
9857586,Co Fentanyl Matrix Patch,COB,trans patch,100mcg/hr,2017-01-31,,fentanyl citrate,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.82,
9857587,Mylan-Fentanyl Matrix Patch,MYL,trans patch,100mcg/hr,2017-01-31,,fentanyl citrate,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.82,
9857588,PMS-Fentanyl MTX,PMS,trans patch,100mcg/hr,2017-01-31,,fentanyl citrate,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.82,
9857589,Ran-Fentanyl Matrix Patch,RAN,trans patch,100mcg/hr,2017-01-31,,fentanyl citrate,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.82,
9857590,Sandoz Fentanyl Patch,SDZ,trans patch,100mcg/hr,2017-01-31,,fentanyl citrate,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.82,
9857592,Teva-Fentanyl,TEV,trans patch,100mcg/hr,2017-01-31,,fentanyl citrate,"opioid- chronic severe pain, usually end-stage pain",,Not for use in opioid naïve patients,3.82,
9857600,Apo-HYDROmorphone CR,APX,cr cap,24mg,2018-11-29,,hydromorphone hydrochloride,opioid- long term pain relief for severe pain,,,5,
9857601,Apo-HYDROmorphone CR,APX,cr cap,30mg,2018-11-29,,hydromorphone hydrochloride,opioid- long term pain relief for severe pain,,,5,
9857617,Sandoz Morphine SR,SDZ,sr tab,200mg,2019-02-28,,morphine sulfate,opioid- long term pain relief for severe pain,,,1,
9857653,Doloral 1,LAA,o/l,1mg/mL,2021-03-29,,morphine hydrochloride,opioid- long term pain relief for severe pain,,,1,
9857654,Doloral 5,LAA,o/l,5mg/mL,2021-03-29,,morphine hydrochloride,opioid- long term pain relief for severe pain,,,1,
9858328,Apo-Methadone,APX,tab,1mg,2024-04-30,,methadone hydrochloride,opioid- treatment of severe and chronic pain and sometimes substace use disorder,,,4.7,
9858329,Apo-Methadone,APX,tab,5mg,2024-04-30,,methadone hydrochloride,opioid- treatment of severe and chronic pain and sometimes substace use disorder,,,4.7,
9858330,Apo-Methadone,APX,tab,10mg,2024-04-30,,methadone hydrochloride,opioid- treatment of severe and chronic pain and sometimes substace use disorder,,,4.7,
9858331,Apo-Methadone,APX,tab,25mg,2024-04-30,,methadone hydrochloride,opioid- treatment of severe and chronic pain and sometimes substace use disorder,,,4.7,
9858348,Sandoz Fentanyl Patch ,SDZ,trans patch,12mcg/hr,2024-09-27,,fentanyl citrate,opioid,,,3.84,
9858349,Teva-Fentanyl,TEV,trans patch,12mcg/hr,2024-09-27,,fentanyl citrate,opioid,,,3.84,
